Player name,Actions,Score,Score difference,Turns,Score per turn,Score difference per turn,Win,Initial cooperation,Cooperation count,CC count,CD count,DC count,DD count,CC to C count,CC to D count,CD to C count,CD to D count,DC to C count,DC to D count,DD to C count,DD to D count,Good partner
Winner21,DCDDCDDCCC,31,10,10,3.1,1,1,FALSE,5,2,3,5,0,2,0,0,2,3,2,0,0,0
Win-Shift Lose-Stay: D,DCCDCCDCDC,29,5,10,2.9,0.5,1,FALSE,6,3,3,4,0,0,3,2,0,4,0,0,0,0
Win-Stay Lose-Shift: C,CCDDDCCCCC,26,0,10,2.6,0,0,TRUE,7,5,2,2,1,5,0,0,1,0,2,1,0,1
WmAdams,CCCCCCCCCC,21,-15,10,2.1,-1.5,0,TRUE,10,7,3,0,0,7,0,2,0,0,0,0,0,1
Worse and Worse,CCCCCCCCCC,21,-15,10,2.1,-1.5,0,TRUE,10,7,3,0,0,7,0,2,0,0,0,0,0,1
Worse and Worse 2,CCDCCDCCCC,25,-5,10,2.5,-0.5,0,TRUE,8,5,3,2,0,5,0,0,2,2,0,0,0,1
Worse and Worse 3,CCDCCCDDCC,27,0,10,2.7,0,0,TRUE,7,4,3,3,0,3,1,1,1,2,1,0,0,1
Yamachi,CCCCCCCCCC,21,-15,10,2.1,-1.5,0,TRUE,10,7,3,0,0,7,0,2,0,0,0,0,0,1
"ZD-Extortion: 0.2, 0.1, 1",CCCDDDDDDD,33,20,10,3.3,2,1,TRUE,3,2,1,5,2,1,1,1,0,0,5,0,1,0
"ZD-Extort-2: 0.1111111111111111, 0.5",CCCCCCCCCC,21,-15,10,2.1,-1.5,0,TRUE,10,7,3,0,0,7,0,2,0,0,0,0,0,1
"ZD-Extort3: 0.11538461538461539, 0.3333333333333333, 1",CDDDDDDDDD,36,30,10,3.6,3,1,TRUE,1,1,0,6,3,0,1,0,0,0,6,0,2,0
"ZD-Extort-2 v2: 0.125, 0.5, 1",CCCCDDDDDD,31,15,10,3.1,1.5,1,TRUE,4,3,1,4,2,2,1,1,0,0,4,0,1,0
"ZD-Extort-4: 0.23529411764705882, 0.25, 1",CCDCCDDCCC,27,0,10,2.7,0,0,TRUE,7,4,3,3,0,4,0,0,2,2,1,0,0,1
"ZD-GTFT-2: 0.25, 0.5",CCDCCDCCCC,25,-5,10,2.5,-0.5,0,TRUE,8,5,3,2,0,5,0,0,2,2,0,0,0,1
"ZD-GEN-2: 0.125, 0.5, 3",CCCCCDDCCC,25,-5,10,2.5,-0.5,0,TRUE,8,5,3,2,0,5,0,1,1,1,1,0,0,1
ZD-Mem2,CCDDCDCCCC,27,0,10,2.7,0,0,TRUE,7,4,3,3,0,4,0,0,2,2,1,0,0,1
"ZD-Mischief: 0.1, 0.0, 1",CCDDDDDDDC,34,20,10,3.4,2,1,TRUE,3,1,2,6,1,1,0,0,1,1,5,0,1,0
"ZD-SET-2: 0.25, 0.0, 2",CDCCCDDCDD,29,10,10,2.9,1,1,TRUE,5,4,1,3,2,2,2,0,1,1,2,1,0,0
$e$,CDCCDCCCDC,25,0,10,2.5,0,0,TRUE,7,6,1,1,2,3,3,0,0,1,0,2,0,1
Dynamic Two Tits For Tat,CCCCCDDCCC,25,-5,10,2.5,-0.5,0,TRUE,8,5,3,2,0,5,0,1,1,1,1,0,0,1
"Memory Decay: 0.1, 0.03, -2, 1, Tit For Tat, 15",CCDCCDCCCC,25,-5,10,2.5,-0.5,0,TRUE,8,5,3,2,0,5,0,0,2,2,0,0,0,1
Meta Hunter: 6 players,CCCCCCDDDD,28,5,10,2.8,0.5,1,TRUE,6,4,2,3,1,3,1,2,0,0,3,0,0,0
Meta Hunter Aggressive: 7 players,CCCCCCDDDD,28,5,10,2.8,0.5,1,TRUE,6,4,2,3,1,3,1,2,0,0,3,0,0,0
Meta Majority: 209 players,CCDCCDCCCC,25,-5,10,2.5,-0.5,0,TRUE,8,5,3,2,0,5,0,0,2,2,0,0,0,1
Meta Majority Memory One: 34 players,CCDCCCCCCC,23,-10,10,2.3,-1,0,TRUE,9,6,3,1,0,6,0,1,1,1,0,0,0,1
Meta Majority Finite Memory: 78 players,CCDCCCCCCC,23,-10,10,2.3,-1,0,TRUE,9,6,3,1,0,6,0,1,1,1,0,0,0,1
Meta Majority Long Memory: 131 players,CCDCCDCCCC,25,-5,10,2.5,-0.5,0,TRUE,8,5,3,2,0,5,0,0,2,2,0,0,0,1
Meta Minority: 209 players,DDCDDCDDDD,34,25,10,3.4,2.5,1,FALSE,2,2,0,5,3,0,2,0,0,0,5,2,0,0
Meta Mixer: 209 players,CCDCCDCCCC,25,-5,10,2.5,-0.5,0,TRUE,8,5,3,2,0,5,0,0,2,2,0,0,0,1
Meta Winner: 209 players,CCCDDCDDDD,31,15,10,3.1,1.5,1,TRUE,4,3,1,4,2,1,2,1,0,0,4,1,0,0
Meta Winner Deterministic: 144 players,CCCDDCDDDD,31,15,10,3.1,1.5,1,TRUE,4,3,1,4,2,1,2,1,0,0,4,1,0,0
Meta Winner Ensemble: 209 players,CCCDDCDDDD,31,15,10,3.1,1.5,1,TRUE,4,3,1,4,2,1,2,1,0,0,4,1,0,0
Meta Winner Memory One: 34 players,CCCDDDDDDD,33,20,10,3.3,2,1,TRUE,3,2,1,5,2,1,1,1,0,0,5,0,1,0
Meta Winner Finite Memory: 78 players,CCCDDDDDDD,33,20,10,3.3,2,1,TRUE,3,2,1,5,2,1,1,1,0,0,5,0,1,0
Meta Winner Long Memory: 131 players,CCCDDCDDDD,31,15,10,3.1,1.5,1,TRUE,4,3,1,4,2,1,2,1,0,0,4,1,0,0
Meta Winner Stochastic: 65 players,CCCDDDDDDD,33,20,10,3.3,2,1,TRUE,3,2,1,5,2,1,1,1,0,0,5,0,1,0
NMWE Deterministic: 144 players,CCCDCDDDDD,32,15,10,3.2,1.5,1,TRUE,4,2,2,5,1,1,1,1,1,1,4,0,0,0
NMWE Finite Memory: 78 players,CCDDDDDCDD,33,20,10,3.3,2,1,TRUE,3,2,1,5,2,1,1,0,1,1,4,0,1,0
NMWE Long Memory: 131 players,CCDCDDCDDD,31,15,10,3.1,1.5,1,TRUE,4,3,1,4,2,1,2,0,1,2,2,0,1,0
NMWE Memory One: 34 players,CCCDDDDDDD,33,20,10,3.3,2,1,TRUE,3,2,1,5,2,1,1,1,0,0,5,0,1,0
NMWE Stochastic: 65 players,CCDDDDDDCD,33,20,10,3.3,2,1,TRUE,3,2,1,5,2,1,1,0,1,1,4,0,1,0
Nice Meta Winner: 209 players,CCCDDCDDDD,31,15,10,3.1,1.5,1,TRUE,4,3,1,4,2,1,2,1,0,0,4,1,0,0
Nice Meta Winner Ensemble: 209 players,CCCDDDCDDD,31,15,10,3.1,1.5,1,TRUE,4,3,1,4,2,1,2,1,0,1,3,0,1,0
