"","id","period","Adversary","my.decision","my.round1decision","my.decision1","my.decision2","my.decision3","my.decision4","my.decision5","my.decision6","my.decision7","my.decision8","my.decision9","other.decision1","other.decision2","other.decision3","other.decision4","other.decision5","other.decision6","other.decision7","other.decision8","other.decision9","pw_order","rps_order","age","gender","service","school","rank","years_military_experience","game_theory_experience","machine_learning_experience","seconds_on_page","avg_time","TFT","keras"
"692","zxq33",1,"Human+AI",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","231",42,"Male","Air Force","ACSC","4",22,2,2,14,10.1,"Peace","Peace"
"693","zxq33",1,"AI",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","231",42,"Male","Air Force","ACSC","4",22,2,2,14,10.1,"Peace","Peace"
"694","zxq33",10,"Human",1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,"1","231",42,"Male","Air Force","ACSC","4",22,2,2,4,10.1,"Peace","War"
"695","zxq33",10,"Human+AI",1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,"1","231",42,"Male","Air Force","ACSC","4",22,2,2,4,10.1,"Peace","War"
"696","zxq33",10,"AI",1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,"1","231",42,"Male","Air Force","ACSC","4",22,2,2,4,10.1,"Peace","War"
"697","zxq33",2,"Human",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"1","231",42,"Male","Air Force","ACSC","4",22,2,2,17,10.1,"Peace","Peace"
"698","zxq33",2,"AI",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"1","231",42,"Male","Air Force","ACSC","4",22,2,2,17,10.1,"War","Peace"
"699","zxq33",2,"Human+AI",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"1","231",42,"Male","Air Force","ACSC","4",22,2,2,17,10.1,"Peace","Peace"
"700","zxq33",3,"AI",1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"1","231",42,"Male","Air Force","ACSC","4",22,2,2,17,10.1,"War","Peace"
"701","zxq33",3,"Human",1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"1","231",42,"Male","Air Force","ACSC","4",22,2,2,17,10.1,"Peace","Peace"
"702","zxq33",3,"Human+AI",1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"1","231",42,"Male","Air Force","ACSC","4",22,2,2,17,10.1,"War","Peace"
"703","zxq33",4,"Human+AI",1,1,0,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,"1","231",42,"Male","Air Force","ACSC","4",22,2,2,8,10.1,"Peace","War"
"704","zxq33",4,"Human",1,1,0,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,"1","231",42,"Male","Air Force","ACSC","4",22,2,2,8,10.1,"War","War"
"705","zxq33",4,"AI",1,1,0,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,"1","231",42,"Male","Air Force","ACSC","4",22,2,2,8,10.1,"War","War"
"706","zxq33",5,"Human+AI",1,1,1,0,1,1,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,"1","231",42,"Male","Air Force","ACSC","4",22,2,2,12,10.1,"Peace","Peace"
"707","zxq33",5,"Human",1,1,1,0,1,1,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,"1","231",42,"Male","Air Force","ACSC","4",22,2,2,12,10.1,"Peace","Peace"
"708","zxq33",5,"AI",1,1,1,0,1,1,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,"1","231",42,"Male","Air Force","ACSC","4",22,2,2,12,10.1,"Peace","Peace"
"709","zxq33",6,"Human",1,1,1,1,0,1,1,NA,NA,NA,NA,0,1,0,1,1,NA,NA,NA,NA,"1","231",42,"Male","Air Force","ACSC","4",22,2,2,7,10.1,"War","Peace"
"710","zxq33",6,"AI",1,1,1,1,0,1,1,NA,NA,NA,NA,0,1,0,1,1,NA,NA,NA,NA,"1","231",42,"Male","Air Force","ACSC","4",22,2,2,7,10.1,"Peace","Peace"
"711","zxq33",6,"Human+AI",1,1,1,1,0,1,1,NA,NA,NA,NA,0,1,0,1,1,NA,NA,NA,NA,"1","231",42,"Male","Air Force","ACSC","4",22,2,2,7,10.1,"War","Peace"
"712","zxq33",7,"Human",1,1,0,1,1,0,1,1,NA,NA,NA,0,0,1,0,1,1,NA,NA,NA,"1","231",42,"Male","Air Force","ACSC","4",22,2,2,7,10.1,"War","War"
"713","zxq33",7,"AI",1,1,0,1,1,0,1,1,NA,NA,NA,0,0,1,0,1,1,NA,NA,NA,"1","231",42,"Male","Air Force","ACSC","4",22,2,2,7,10.1,"War","War"
"714","zxq33",7,"Human+AI",1,1,0,1,1,0,1,1,NA,NA,NA,0,0,1,0,1,1,NA,NA,NA,"1","231",42,"Male","Air Force","ACSC","4",22,2,2,7,10.1,"Peace","War"
"715","zxq33",8,"Human+AI",1,1,0,0,1,1,0,1,1,NA,NA,0,0,0,1,0,1,1,NA,NA,"1","231",42,"Male","Air Force","ACSC","4",22,2,2,6,10.1,"Peace","War"
"716","zxq33",8,"AI",1,1,0,0,1,1,0,1,1,NA,NA,0,0,0,1,0,1,1,NA,NA,"1","231",42,"Male","Air Force","ACSC","4",22,2,2,6,10.1,"War","War"
"717","zxq33",8,"Human",1,1,0,0,1,1,0,1,1,NA,NA,0,0,0,1,0,1,1,NA,NA,"1","231",42,"Male","Air Force","ACSC","4",22,2,2,6,10.1,"War","War"
"718","zxq33",9,"Human+AI",1,1,0,0,0,1,1,0,1,1,NA,1,0,0,0,1,0,1,1,NA,"1","231",42,"Male","Air Force","ACSC","4",22,2,2,9,10.1,"Peace","War"
"719","zxq33",9,"Human",1,1,0,0,0,1,1,0,1,1,NA,1,0,0,0,1,0,1,1,NA,"1","231",42,"Male","Air Force","ACSC","4",22,2,2,9,10.1,"Peace","War"
"720","zxq33",9,"AI",1,1,0,0,0,1,1,0,1,1,NA,1,0,0,0,1,0,1,1,NA,"1","231",42,"Male","Air Force","ACSC","4",22,2,2,9,10.1,"War","War"
