Player name,Actions,Score,Score difference,Turns,Score per turn,Score difference per turn,Win,Initial cooperation,Cooperation count,CC count,CD count,DC count,DD count,CC to C count,CC to D count,CD to C count,CD to D count,DC to C count,DC to D count,DD to C count,DD to D count,Good partner
Knowledgeable Worse and Worse,DCCDCCDDDD,25,5,10,2.5,0.5,1,FALSE,4,1,3,4,2,1,0,1,2,2,2,0,1,0
Level Punisher,CCCCCCCCCC,15,-25,10,1.5,-2.5,0,TRUE,10,5,5,0,0,5,0,4,0,0,0,0,0,1
Leyvraz,CCCCDCDDCC,19,-10,10,1.9,-1,0,TRUE,7,4,3,1,2,3,1,1,1,1,0,1,1,1
"Limited Retaliate: 0.1, 20",CCCDDDDDDD,25,10,10,2.5,1,1,TRUE,3,2,1,3,4,2,0,0,1,0,3,0,3,0
"Limited Retaliate 2: 0.08, 15",CCCDDDDDDD,25,10,10,2.5,1,1,TRUE,3,2,1,3,4,2,0,0,1,0,3,0,3,0
"Limited Retaliate 3: 0.05, 20",CCCDDDDDDD,25,10,10,2.5,1,1,TRUE,3,2,1,3,4,2,0,0,1,0,3,0,3,0
Math Constant Hunter,CCCCCCCCCC,15,-25,10,1.5,-2.5,0,TRUE,10,5,5,0,0,5,0,4,0,0,0,0,0,1
Naive Prober: 0.1,CCCDCDDDCC,21,-5,10,2.1,-0.5,0,TRUE,6,3,3,2,2,3,0,0,2,2,0,0,2,1
MEM2,CCCDCCDDDD,23,0,10,2.3,0,0,TRUE,5,2,3,3,2,2,0,1,2,1,2,0,1,1
"Michaelos: (D,)",CCCDDDDDDD,25,10,10,2.5,1,1,TRUE,3,2,1,3,4,2,0,0,1,0,3,0,3,0
Mikkelson,CCCCCCCCCC,15,-25,10,1.5,-2.5,0,TRUE,10,5,5,0,0,5,0,4,0,0,0,0,0,1
MoreGrofman,CCCDCDDDDD,24,5,10,2.4,0.5,1,TRUE,4,2,2,3,3,2,0,0,2,1,2,0,2,0
More Tideman and Chieruzzi,CCCDCDDDDC,23,0,10,2.3,0,0,TRUE,5,2,3,3,2,2,0,0,2,2,1,0,2,1
Negation,CDDCDCCCDD,22,0,10,2.2,0,0,TRUE,5,3,2,2,3,0,3,2,0,0,2,2,0,1
Nice Average Copier,CCCDCCCCDC,19,-15,10,1.9,-1.5,0,TRUE,8,3,5,2,0,2,1,3,1,2,0,0,0,1
"N Tit(s) For M Tat(s): 3, 2",CCCCCCDDDD,21,-5,10,2.1,-0.5,0,TRUE,6,3,3,2,2,3,0,2,1,0,2,0,1,1
Nydegger,CCCCCCCCCC,15,-25,10,1.5,-2.5,0,TRUE,10,5,5,0,0,5,0,4,0,0,0,0,0,1
"Omega TFT: 3, 8",CCCDCDCCCC,18,-15,10,1.8,-1.5,0,TRUE,8,4,4,1,1,4,0,1,2,1,0,1,0,1
Once Bitten,CCCCCCDDDD,21,-5,10,2.1,-0.5,0,TRUE,6,3,3,2,2,3,0,2,1,0,2,0,1,1
Opposite Grudger,DCCCCCCCCC,17,-20,10,1.7,-2,0,FALSE,9,4,5,1,0,4,0,4,0,1,0,0,0,1
$\pi$,CDDCCCCCCC,18,-15,10,1.8,-1.5,0,TRUE,8,4,4,1,1,3,1,3,0,0,1,1,0,1
Predator,CDDDDDCDCD,25,10,10,2.5,1,1,TRUE,3,2,1,3,4,0,2,0,1,1,2,1,2,0
Prober,DCCDCDDDCC,23,0,10,2.3,0,0,FALSE,5,2,3,3,2,2,0,0,2,3,0,0,2,1
Prober 2,DCCDCDDDCC,23,0,10,2.3,0,0,FALSE,5,2,3,3,2,2,0,0,2,3,0,0,2,1
Prober 3,DCDDDDDDDD,28,20,10,2.8,2,1,FALSE,1,1,0,4,5,0,1,0,0,1,3,0,4,0
Prober 4,CCDCDDDCCD,20,0,10,2,0,0,TRUE,5,5,0,0,5,2,3,0,0,0,0,2,2,1
Pun1,DCCCCCDCCC,18,-15,10,1.8,-1.5,0,FALSE,8,4,4,1,1,4,0,2,1,1,0,1,0,1
PSO Gambler 1_1_1,CCCDDDDDDD,25,10,10,2.5,1,1,TRUE,3,2,1,3,4,2,0,0,1,0,3,0,3,0
PSO Gambler 2_2_2,CCCCDCDDDD,22,0,10,2.2,0,0,TRUE,5,3,2,2,3,2,1,1,1,0,2,1,1,1
PSO Gambler 2_2_2 Noise 05,CCCDCCCDCD,20,-10,10,2,-1,0,TRUE,7,3,4,2,1,2,1,2,2,2,0,0,0,1
PSO Gambler Mem1,CCCCCCDCCC,16,-20,10,1.6,-2,0,TRUE,9,5,4,0,1,5,0,2,1,0,0,1,0,1
Punisher,CCCDDDDDDD,25,10,10,2.5,1,1,TRUE,3,2,1,3,4,2,0,0,1,0,3,0,3,0
Raider,DDDDDDCCCC,24,5,10,2.4,0.5,1,FALSE,4,2,2,3,3,2,0,1,0,0,3,1,2,0
Random: 0.5,CCCDCDDCCD,20,-5,10,2,-0.5,0,TRUE,6,4,2,1,3,3,1,0,2,1,0,1,1,1
Random Hunter,CCCCCCCCCC,15,-25,10,1.5,-2.5,0,TRUE,10,5,5,0,0,5,0,4,0,0,0,0,0,1
Random Tit for Tat: 0.5,CCCDDDCDCC,21,-5,10,2.1,-0.5,0,TRUE,6,3,3,2,2,3,0,0,2,1,1,1,1,1
Remorseful Prober: 0.1,CCCDCDDDCC,21,-5,10,2.1,-0.5,0,TRUE,6,3,3,2,2,3,0,0,2,2,0,0,2,1
Resurrection,CCCDCDDDCC,21,-5,10,2.1,-0.5,0,TRUE,6,3,3,2,2,3,0,0,2,2,0,0,2,1
Retaliate: 0.1,CCCDDDDDDD,25,10,10,2.5,1,1,TRUE,3,2,1,3,4,2,0,0,1,0,3,0,3,0
Retaliate 2: 0.08,CCCDDDDDDD,25,10,10,2.5,1,1,TRUE,3,2,1,3,4,2,0,0,1,0,3,0,3,0
Retaliate 3: 0.05,CCCDDDDDDD,25,10,10,2.5,1,1,TRUE,3,2,1,3,4,2,0,0,1,0,3,0,3,0
Revised Downing: True,CCCCCCDCCC,16,-20,10,1.6,-2,0,TRUE,9,5,4,0,1,5,0,2,1,0,0,1,0,1
RichardHufford,CCCDCDDDCD,22,0,10,2.2,0,0,TRUE,5,3,2,2,3,2,1,0,2,2,0,0,2,1
Ripoff,DCDCCDDDCC,22,0,10,2.2,0,0,FALSE,5,3,2,2,3,2,1,0,1,2,0,1,2,1
Risky QLearner,CCCCCCCDCC,17,-20,10,1.7,-2,0,TRUE,9,4,5,1,0,4,0,3,1,1,0,0,0,1
Rowsam,CCCCCDCDCC,18,-15,10,1.8,-1.5,0,TRUE,8,4,4,1,1,4,0,1,2,1,0,1,0,1
SelfSteem,DCDDCCDCCC,21,-5,10,2.1,-0.5,0,FALSE,6,3,3,2,2,2,1,1,1,2,0,1,1,1
ShortMem,CCCCCCCCCC,15,-25,10,1.5,-2.5,0,TRUE,10,5,5,0,0,5,0,4,0,0,0,0,0,1
Shubik,CCCDCDDDCC,21,-5,10,2.1,-0.5,0,TRUE,6,3,3,2,2,3,0,0,2,2,0,0,2,1
Slow Tit For Two Tats 2,CCCCCCDDDC,20,-10,10,2,-1,0,TRUE,7,3,4,2,1,3,0,2,1,1,1,0,1,1
Sneaky Tit For Tat,CCDDCCDDCC,21,-5,10,2.1,-0.5,0,TRUE,6,3,3,2,2,2,1,1,1,2,0,0,2,1
Soft Grudger,CCCDDDDCCC,20,-5,10,2,-0.5,0,TRUE,6,4,2,1,3,4,0,0,1,0,1,1,2,1
