Player name,Actions,Score,Score difference,Turns,Score per turn,Score difference per turn,Win,Initial cooperation,Cooperation count,CC count,CD count,DC count,DD count,CC to C count,CC to D count,CD to C count,CD to D count,DC to C count,DC to D count,DD to C count,DD to D count,Good partner
Cycler CCCDCD,CCCDCDCCCD,13,-20,10,1.3,-2,0,TRUE,7,2,5,1,2,0,2,4,1,1,0,1,0,1
Davis: 10,CCCCCCCCCC,9,-35,10,0.9,-3.5,0,TRUE,10,3,7,0,0,3,0,6,0,0,0,0,0,1
"DBS: 0.75, 3, 4, 3, 5",CCCCCCCCDC,11,-30,10,1.1,-3,0,TRUE,9,2,7,1,0,2,0,5,1,1,0,0,0,1
Defector,DDDDDDDDDD,22,15,10,2.2,1.5,1,FALSE,0,0,0,3,7,0,0,0,0,0,3,0,6,0
Defector Hunter,CCCCCCCCCC,9,-35,10,0.9,-3.5,0,TRUE,10,3,7,0,0,3,0,6,0,0,0,0,0,1
Desperate,DCDCDDCDCD,16,-5,10,1.6,-0.5,0,FALSE,4,2,2,1,5,0,2,0,2,0,1,4,0,1
Delayed AON1,CCDCCCDCDD,14,-15,10,1.4,-1.5,0,TRUE,6,2,4,1,3,2,0,1,3,0,1,2,0,1
"DoubleCrosser: (D, D)",CCCCCCDDDD,14,-15,10,1.4,-1.5,0,TRUE,6,2,4,1,3,2,0,3,1,0,1,0,2,1
Doubler,CDDDCCDDDC,17,-5,10,1.7,-0.5,0,TRUE,4,1,3,2,4,1,0,0,2,2,0,0,4,1
DoubleResurrection,CDDDCCDDDC,17,-5,10,1.7,-0.5,0,TRUE,4,1,3,2,4,1,0,0,2,2,0,0,4,1
EasyGo,DCCCCCCCCC,10,-30,10,1,-3,0,FALSE,9,3,6,0,1,3,0,5,0,0,0,1,0,1
Eatherley,CDDDCCDDDC,17,-5,10,1.7,-0.5,0,TRUE,4,1,3,2,4,1,0,0,2,2,0,0,4,1
"EugineNier: (D,)",CDDDCCDDDD,18,0,10,1.8,0,0,TRUE,3,1,2,2,5,1,0,0,2,1,1,0,4,1
Eventual Cycle Hunter,CCCCCCCCCC,9,-35,10,0.9,-3.5,0,TRUE,10,3,7,0,0,3,0,6,0,0,0,0,0,1
Evolved ANN,CDDDCDDDDD,19,5,10,1.9,0.5,1,TRUE,2,1,1,2,6,0,1,0,1,1,1,0,5,0
Evolved ANN 5,CDDDDDDDDD,21,10,10,2.1,1,1,TRUE,1,0,1,3,6,0,0,0,1,0,3,0,5,0
Evolved ANN 5 Noise 05,CDDCCCDCCC,12,-20,10,1.2,-2,0,TRUE,7,3,4,0,3,3,0,1,2,0,0,2,1,1
Evolved FSM 4,CDCCCCDCCC,11,-25,10,1.1,-2.5,0,TRUE,8,3,5,0,2,3,0,2,2,0,0,2,0,1
Evolved FSM 16,CDDDDCCDCC,16,-10,10,1.6,-1,0,TRUE,5,1,4,2,3,1,0,1,2,1,1,1,2,1
Evolved FSM 16 Noise 05,CDDDCDDDDD,19,5,10,1.9,0.5,1,TRUE,2,1,1,2,6,0,1,0,1,1,1,0,5,0
EvolvedLookerUp1_1_1,CDDDCDDDDC,18,0,10,1.8,0,0,TRUE,3,1,2,2,5,0,1,0,1,2,0,0,5,1
EvolvedLookerUp2_2_2,CCDDDDDDDD,20,5,10,2,0.5,1,TRUE,2,0,2,3,5,0,0,1,1,0,3,0,4,0
Evolved HMM 5,CCDDDDDCCC,16,-10,10,1.6,-1,0,TRUE,5,1,4,2,3,1,0,2,1,0,2,1,2,1
"Feld: 1.0, 0.5, 200",CDDDCDDDDC,18,0,10,1.8,0,0,TRUE,3,1,2,2,5,0,1,0,1,2,0,0,5,1
Firm But Fair,CDDCCCDCDC,14,-15,10,1.4,-1.5,0,TRUE,6,2,4,1,3,2,0,0,3,1,0,2,1,1
Fool Me Forever,DCCCCCCCCC,10,-30,10,1,-3,0,FALSE,9,3,6,0,1,3,0,5,0,0,0,1,0,1
Fool Me Once,CCDDDDDDDD,20,5,10,2,0.5,1,TRUE,2,0,2,3,5,0,0,1,1,0,3,0,4,0
Forgetful Fool Me Once: 0.05,CCDDDDDDDD,20,5,10,2,0.5,1,TRUE,2,0,2,3,5,0,0,1,1,0,3,0,4,0
Forgetful Grudger,CDDDDDDDDD,21,10,10,2.1,1,1,TRUE,1,0,1,3,6,0,0,0,1,0,3,0,5,0
Forgiver,CDDDDDDDDD,21,10,10,2.1,1,1,TRUE,1,0,1,3,6,0,0,0,1,0,3,0,5,0
Forgiving Tit For Tat,CDDDCCDDDC,17,-5,10,1.7,-0.5,0,TRUE,4,1,3,2,4,1,0,0,2,2,0,0,4,1
Fortress3,DDCDDDDCDD,20,5,10,2,0.5,1,FALSE,2,0,2,3,5,0,0,0,2,0,3,2,2,0
Fortress4,DDDCCCDDDD,17,0,10,1.7,0,0,FALSE,3,2,1,1,6,2,0,0,1,0,1,1,4,1
GTFT: 0.33,CCCDCCCDDC,14,-20,10,1.4,-2,0,TRUE,7,1,6,2,1,1,0,3,2,2,0,0,1,1
"General Soft Grudger: n=1,d=4,c=2",CDDDDCCDDD,19,0,10,1.9,0,0,TRUE,3,0,3,3,4,0,0,1,2,1,2,0,3,1
Getzler,CDDCDCDDDD,18,0,10,1.8,0,0,TRUE,3,1,2,2,5,0,1,0,2,1,1,1,3,1
Gladstein,DCDDCCDDDC,17,-5,10,1.7,-0.5,0,FALSE,4,1,3,2,4,1,0,0,2,2,0,1,3,1
Soft Go By Majority,CDDDDDDDDD,21,10,10,2.1,1,1,TRUE,1,0,1,3,6,0,0,0,1,0,3,0,5,0
Soft Go By Majority: 10,CDDDDDDDDD,21,10,10,2.1,1,1,TRUE,1,0,1,3,6,0,0,0,1,0,3,0,5,0
Soft Go By Majority: 20,CDDDDDDDDD,21,10,10,2.1,1,1,TRUE,1,0,1,3,6,0,0,0,1,0,3,0,5,0
Soft Go By Majority: 40,CDDDDDDDDD,21,10,10,2.1,1,1,TRUE,1,0,1,3,6,0,0,0,1,0,3,0,5,0
Soft Go By Majority: 5,CDDDDDDDDD,21,10,10,2.1,1,1,TRUE,1,0,1,3,6,0,0,0,1,0,3,0,5,0
$\phi$,CCCCDCCCCC,11,-30,10,1.1,-3,0,TRUE,9,2,7,1,0,1,1,6,0,1,0,0,0,1
Graaskamp: 0.05,CDDDCCDDDC,17,-5,10,1.7,-0.5,0,TRUE,4,1,3,2,4,1,0,0,2,2,0,0,4,1
