,Unnamed: 0,id,period,my.decision,my.round1decision,my.decision1,my.decision2,my.decision3,my.decision4,my.decision5,my.decision6,my.decision7,my.decision8,my.decision9,other.decision1,other.decision2,other.decision3,other.decision4,other.decision5,other.decision6,other.decision7,other.decision8,other.decision9,age,years_military_experience,game_theory_experience,machine_learning_experience,seconds_on_page,avg_time,TFT,r1,r2,delta,Adversary_AI,Adversary_Human,Adversary_Human+AI,pw_order_1,pw_order_2,rps_order_123,rps_order_132,rps_order_213,rps_order_231,rps_order_312,rps_order_321,gender_Female,gender_Male,service_Air Force,service_Army,school_ACSC,school_AWC,school_SAASS,rank_4,rank_5,rank_6,keras
231,232,b8g12,7,0,1,0.0,1.0,1.0,0.0,1.0,1.0,,,,0.0,0.0,1.0,0.0,1.0,1.0,,,,43,24,3,3,12,19.3,War,0.3333333333333333,0.6666666666666666,0.9,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0.0
232,233,b8g12,7,0,1,0.0,1.0,1.0,0.0,1.0,1.0,,,,0.0,0.0,1.0,0.0,1.0,1.0,,,,43,24,3,3,12,19.3,War,0.3333333333333333,0.6666666666666666,0.9,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0.0
233,234,b8g12,7,0,1,0.0,1.0,1.0,0.0,1.0,1.0,,,,0.0,0.0,1.0,0.0,1.0,1.0,,,,43,24,3,3,12,19.3,Peace,0.3333333333333333,0.6666666666666666,0.9,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0.0
234,235,b8g12,8,0,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,43,24,3,3,7,19.3,Peace,0.3333333333333333,0.6666666666666666,0.9,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0.0
235,236,b8g12,8,0,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,43,24,3,3,7,19.3,War,0.3333333333333333,0.6666666666666666,0.9,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0.0
236,237,b8g12,8,0,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,43,24,3,3,7,19.3,War,0.3333333333333333,0.6666666666666666,0.9,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0.0
237,238,b8g12,9,0,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,43,24,3,3,13,19.3,Peace,0.3333333333333333,0.6666666666666666,0.9,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0.0
238,239,b8g12,9,0,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,43,24,3,3,13,19.3,Peace,0.3333333333333333,0.6666666666666666,0.9,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0.0
239,240,b8g12,9,0,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,43,24,3,3,13,19.3,War,0.3333333333333333,0.6666666666666666,0.9,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0.0
240,241,epb14,1,1,1,,,,,,,,,,,,,,,,,,,37,14,2,1,60,20.7,Peace,0.3333333333333333,0.6666666666666666,0.9,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1.0
241,242,epb14,1,1,1,,,,,,,,,,,,,,,,,,,37,14,2,1,60,20.7,Peace,0.3333333333333333,0.6666666666666666,0.9,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1.0
242,243,epb14,1,1,1,,,,,,,,,,,,,,,,,,,37,14,2,1,60,20.7,Peace,0.3333333333333333,0.6666666666666666,0.9,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1.0
243,244,epb14,10,0,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,37,14,2,1,5,20.7,Peace,0.3333333333333333,0.6666666666666666,0.9,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0.0
244,245,epb14,10,0,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,37,14,2,1,5,20.7,Peace,0.3333333333333333,0.6666666666666666,0.9,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0.0
245,246,epb14,10,0,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,37,14,2,1,5,20.7,Peace,0.3333333333333333,0.6666666666666666,0.9,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0.0
246,247,epb14,2,1,1,1.0,,,,,,,,,1.0,,,,,,,,,37,14,2,1,17,20.7,Peace,0.3333333333333333,0.6666666666666666,0.9,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1.0
247,248,epb14,2,0,1,1.0,,,,,,,,,1.0,,,,,,,,,37,14,2,1,17,20.7,War,0.3333333333333333,0.6666666666666666,0.9,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1.0
248,249,epb14,2,1,1,1.0,,,,,,,,,1.0,,,,,,,,,37,14,2,1,17,20.7,Peace,0.3333333333333333,0.6666666666666666,0.9,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1.0
249,250,epb14,3,0,1,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,37,14,2,1,22,20.7,War,0.3333333333333333,0.6666666666666666,0.9,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1.0
250,251,epb14,3,1,1,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,37,14,2,1,22,20.7,Peace,0.3333333333333333,0.6666666666666666,0.9,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1.0
251,252,epb14,3,0,1,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,37,14,2,1,22,20.7,War,0.3333333333333333,0.6666666666666666,0.9,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1.0
252,253,epb14,4,1,1,0.0,1.0,1.0,,,,,,,0.0,1.0,1.0,,,,,,,37,14,2,1,25,20.7,Peace,0.3333333333333333,0.6666666666666666,0.9,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0.0
253,254,epb14,4,0,1,0.0,1.0,1.0,,,,,,,0.0,1.0,1.0,,,,,,,37,14,2,1,25,20.7,War,0.3333333333333333,0.6666666666666666,0.9,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0.0
254,255,epb14,4,1,1,0.0,1.0,1.0,,,,,,,0.0,1.0,1.0,,,,,,,37,14,2,1,25,20.7,War,0.3333333333333333,0.6666666666666666,0.9,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0.0
255,256,epb14,5,0,1,1.0,0.0,1.0,1.0,,,,,,1.0,0.0,1.0,1.0,,,,,,37,14,2,1,28,20.7,Peace,0.3333333333333333,0.6666666666666666,0.9,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1.0
256,257,epb14,5,0,1,1.0,0.0,1.0,1.0,,,,,,1.0,0.0,1.0,1.0,,,,,,37,14,2,1,28,20.7,Peace,0.3333333333333333,0.6666666666666666,0.9,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1.0
257,258,epb14,5,0,1,1.0,0.0,1.0,1.0,,,,,,1.0,0.0,1.0,1.0,,,,,,37,14,2,1,28,20.7,Peace,0.3333333333333333,0.6666666666666666,0.9,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1.0
258,259,epb14,6,1,1,1.0,1.0,0.0,1.0,1.0,,,,,0.0,1.0,0.0,1.0,1.0,,,,,37,14,2,1,22,20.7,War,0.3333333333333333,0.6666666666666666,0.9,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1.0
259,260,epb14,6,1,1,1.0,1.0,0.0,1.0,1.0,,,,,0.0,1.0,0.0,1.0,1.0,,,,,37,14,2,1,22,20.7,Peace,0.3333333333333333,0.6666666666666666,0.9,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1.0
260,261,epb14,6,1,1,1.0,1.0,0.0,1.0,1.0,,,,,0.0,1.0,0.0,1.0,1.0,,,,,37,14,2,1,22,20.7,War,0.3333333333333333,0.6666666666666666,0.9,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1.0
261,262,epb14,7,1,1,0.0,1.0,1.0,0.0,1.0,1.0,,,,0.0,0.0,1.0,0.0,1.0,1.0,,,,37,14,2,1,17,20.7,War,0.3333333333333333,0.6666666666666666,0.9,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0.0
262,263,epb14,7,1,1,0.0,1.0,1.0,0.0,1.0,1.0,,,,0.0,0.0,1.0,0.0,1.0,1.0,,,,37,14,2,1,17,20.7,War,0.3333333333333333,0.6666666666666666,0.9,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0.0
263,264,epb14,7,1,1,0.0,1.0,1.0,0.0,1.0,1.0,,,,0.0,0.0,1.0,0.0,1.0,1.0,,,,37,14,2,1,17,20.7,Peace,0.3333333333333333,0.6666666666666666,0.9,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0.0
264,265,epb14,8,0,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,37,14,2,1,5,20.7,Peace,0.3333333333333333,0.6666666666666666,0.9,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0.0
265,266,epb14,8,0,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,37,14,2,1,5,20.7,War,0.3333333333333333,0.6666666666666666,0.9,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0.0
266,267,epb14,8,0,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,37,14,2,1,5,20.7,War,0.3333333333333333,0.6666666666666666,0.9,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0.0
267,268,epb14,9,0,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,37,14,2,1,6,20.7,Peace,0.3333333333333333,0.6666666666666666,0.9,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0.0
268,269,epb14,9,0,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,37,14,2,1,6,20.7,Peace,0.3333333333333333,0.6666666666666666,0.9,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0.0
269,270,epb14,9,0,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,37,14,2,1,6,20.7,War,0.3333333333333333,0.6666666666666666,0.9,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0.0
270,271,h0s22,1,1,1,,,,,,,,,,,,,,,,,,,47,25,2,2,36,26.1,Peace,0.3333333333333333,0.6666666666666666,0.9,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1.0
271,272,h0s22,1,1,1,,,,,,,,,,,,,,,,,,,47,25,2,2,36,26.1,Peace,0.3333333333333333,0.6666666666666666,0.9,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1.0
272,273,h0s22,1,1,1,,,,,,,,,,,,,,,,,,,47,25,2,2,36,26.1,Peace,0.3333333333333333,0.6666666666666666,0.9,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1.0
273,274,h0s22,10,1,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,47,25,2,2,32,26.1,Peace,0.3333333333333333,0.6666666666666666,0.9,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0.0
274,275,h0s22,10,0,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,47,25,2,2,32,26.1,Peace,0.3333333333333333,0.6666666666666666,0.9,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0.0
275,276,h0s22,10,1,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,47,25,2,2,32,26.1,Peace,0.3333333333333333,0.6666666666666666,0.9,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0.0
276,277,h0s22,2,1,1,1.0,,,,,,,,,1.0,,,,,,,,,47,25,2,2,33,26.1,Peace,0.3333333333333333,0.6666666666666666,0.9,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1.0
277,278,h0s22,2,0,1,1.0,,,,,,,,,1.0,,,,,,,,,47,25,2,2,33,26.1,War,0.3333333333333333,0.6666666666666666,0.9,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1.0
278,279,h0s22,2,1,1,1.0,,,,,,,,,1.0,,,,,,,,,47,25,2,2,33,26.1,Peace,0.3333333333333333,0.6666666666666666,0.9,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1.0
279,280,h0s22,3,0,1,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,47,25,2,2,24,26.1,War,0.3333333333333333,0.6666666666666666,0.9,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1.0
280,281,h0s22,3,1,1,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,47,25,2,2,24,26.1,Peace,0.3333333333333333,0.6666666666666666,0.9,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1.0
281,282,h0s22,3,0,1,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,47,25,2,2,24,26.1,War,0.3333333333333333,0.6666666666666666,0.9,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1.0
282,283,h0s22,4,0,1,0.0,1.0,1.0,,,,,,,0.0,1.0,1.0,,,,,,,47,25,2,2,40,26.1,Peace,0.3333333333333333,0.6666666666666666,0.9,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0.0
283,284,h0s22,4,0,1,0.0,1.0,1.0,,,,,,,0.0,1.0,1.0,,,,,,,47,25,2,2,40,26.1,War,0.3333333333333333,0.6666666666666666,0.9,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0.0
284,285,h0s22,4,0,1,0.0,1.0,1.0,,,,,,,0.0,1.0,1.0,,,,,,,47,25,2,2,40,26.1,War,0.3333333333333333,0.6666666666666666,0.9,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0.0
285,286,h0s22,5,1,1,1.0,0.0,1.0,1.0,,,,,,1.0,0.0,1.0,1.0,,,,,,47,25,2,2,24,26.1,Peace,0.3333333333333333,0.6666666666666666,0.9,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1.0
286,287,h0s22,5,1,1,1.0,0.0,1.0,1.0,,,,,,1.0,0.0,1.0,1.0,,,,,,47,25,2,2,24,26.1,Peace,0.3333333333333333,0.6666666666666666,0.9,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1.0
287,288,h0s22,5,1,1,1.0,0.0,1.0,1.0,,,,,,1.0,0.0,1.0,1.0,,,,,,47,25,2,2,24,26.1,Peace,0.3333333333333333,0.6666666666666666,0.9,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1.0
288,289,h0s22,6,0,1,1.0,1.0,0.0,1.0,1.0,,,,,0.0,1.0,0.0,1.0,1.0,,,,,47,25,2,2,7,26.1,War,0.3333333333333333,0.6666666666666666,0.9,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1.0
289,290,h0s22,6,0,1,1.0,1.0,0.0,1.0,1.0,,,,,0.0,1.0,0.0,1.0,1.0,,,,,47,25,2,2,7,26.1,Peace,0.3333333333333333,0.6666666666666666,0.9,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1.0
290,291,h0s22,6,0,1,1.0,1.0,0.0,1.0,1.0,,,,,0.0,1.0,0.0,1.0,1.0,,,,,47,25,2,2,7,26.1,War,0.3333333333333333,0.6666666666666666,0.9,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1.0
291,292,h0s22,7,0,1,0.0,1.0,1.0,0.0,1.0,1.0,,,,0.0,0.0,1.0,0.0,1.0,1.0,,,,47,25,2,2,24,26.1,War,0.3333333333333333,0.6666666666666666,0.9,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0.0
292,293,h0s22,7,0,1,0.0,1.0,1.0,0.0,1.0,1.0,,,,0.0,0.0,1.0,0.0,1.0,1.0,,,,47,25,2,2,24,26.1,War,0.3333333333333333,0.6666666666666666,0.9,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0.0
293,294,h0s22,7,0,1,0.0,1.0,1.0,0.0,1.0,1.0,,,,0.0,0.0,1.0,0.0,1.0,1.0,,,,47,25,2,2,24,26.1,Peace,0.3333333333333333,0.6666666666666666,0.9,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0.0
294,295,h0s22,8,0,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,47,25,2,2,24,26.1,Peace,0.3333333333333333,0.6666666666666666,0.9,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0.0
295,296,h0s22,8,0,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,47,25,2,2,24,26.1,War,0.3333333333333333,0.6666666666666666,0.9,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0.0
296,297,h0s22,8,1,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,47,25,2,2,24,26.1,War,0.3333333333333333,0.6666666666666666,0.9,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0.0
297,298,h0s22,9,0,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,47,25,2,2,17,26.1,Peace,0.3333333333333333,0.6666666666666666,0.9,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0.0
298,299,h0s22,9,1,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,47,25,2,2,17,26.1,Peace,0.3333333333333333,0.6666666666666666,0.9,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0.0
299,300,h0s22,9,0,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,47,25,2,2,17,26.1,War,0.3333333333333333,0.6666666666666666,0.9,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0.0
300,301,i5b85,1,1,1,,,,,,,,,,,,,,,,,,,35,16,2,1,25,17.9,Peace,0.3333333333333333,0.6666666666666666,0.9,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1.0
301,302,i5b85,1,1,1,,,,,,,,,,,,,,,,,,,35,16,2,1,25,17.9,Peace,0.3333333333333333,0.6666666666666666,0.9,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1.0
302,303,i5b85,1,0,0,,,,,,,,,,,,,,,,,,,35,16,2,1,25,17.9,Peace,0.3333333333333333,0.6666666666666666,0.9,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1.0
303,304,i5b85,10,1,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,35,16,2,1,13,17.9,Peace,0.3333333333333333,0.6666666666666666,0.9,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0.0
304,305,i5b85,10,0,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,35,16,2,1,13,17.9,Peace,0.3333333333333333,0.6666666666666666,0.9,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0.0
305,306,i5b85,10,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,35,16,2,1,13,17.9,Peace,0.3333333333333333,0.6666666666666666,0.9,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0.0
306,307,i5b85,2,1,1,1.0,,,,,,,,,1.0,,,,,,,,,35,16,2,1,21,17.9,Peace,0.3333333333333333,0.6666666666666666,0.9,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1.0
307,308,i5b85,2,0,0,1.0,,,,,,,,,1.0,,,,,,,,,35,16,2,1,21,17.9,War,0.3333333333333333,0.6666666666666666,0.9,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0.0
308,309,i5b85,2,1,1,1.0,,,,,,,,,1.0,,,,,,,,,35,16,2,1,21,17.9,Peace,0.3333333333333333,0.6666666666666666,0.9,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1.0
309,310,i5b85,3,0,0,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,35,16,2,1,24,17.9,War,0.3333333333333333,0.6666666666666666,0.9,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0.0
310,311,i5b85,3,1,1,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,35,16,2,1,24,17.9,Peace,0.3333333333333333,0.6666666666666666,0.9,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1.0
311,312,i5b85,3,1,1,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,35,16,2,1,24,17.9,War,0.3333333333333333,0.6666666666666666,0.9,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1.0
312,313,i5b85,4,0,1,0.0,1.0,1.0,,,,,,,0.0,1.0,1.0,,,,,,,35,16,2,1,17,17.9,Peace,0.3333333333333333,0.6666666666666666,0.9,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0.0
313,314,i5b85,4,0,1,0.0,1.0,1.0,,,,,,,0.0,1.0,1.0,,,,,,,35,16,2,1,17,17.9,War,0.3333333333333333,0.6666666666666666,0.9,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0.0
314,315,i5b85,4,0,0,0.0,1.0,1.0,,,,,,,0.0,1.0,1.0,,,,,,,35,16,2,1,17,17.9,War,0.3333333333333333,0.6666666666666666,0.9,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0.0
315,316,i5b85,5,1,1,1.0,0.0,1.0,1.0,,,,,,1.0,0.0,1.0,1.0,,,,,,35,16,2,1,19,17.9,Peace,0.3333333333333333,0.6666666666666666,0.9,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1.0
316,317,i5b85,5,1,1,1.0,0.0,1.0,1.0,,,,,,1.0,0.0,1.0,1.0,,,,,,35,16,2,1,19,17.9,Peace,0.3333333333333333,0.6666666666666666,0.9,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1.0
317,318,i5b85,5,0,0,1.0,0.0,1.0,1.0,,,,,,1.0,0.0,1.0,1.0,,,,,,35,16,2,1,19,17.9,Peace,0.3333333333333333,0.6666666666666666,0.9,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0.0
318,319,i5b85,6,0,1,1.0,1.0,0.0,1.0,1.0,,,,,0.0,1.0,0.0,1.0,1.0,,,,,35,16,2,1,15,17.9,War,0.3333333333333333,0.6666666666666666,0.9,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1.0
319,320,i5b85,6,0,0,1.0,1.0,0.0,1.0,1.0,,,,,0.0,1.0,0.0,1.0,1.0,,,,,35,16,2,1,15,17.9,Peace,0.3333333333333333,0.6666666666666666,0.9,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0.0
320,321,i5b85,6,0,1,1.0,1.0,0.0,1.0,1.0,,,,,0.0,1.0,0.0,1.0,1.0,,,,,35,16,2,1,15,17.9,War,0.3333333333333333,0.6666666666666666,0.9,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1.0
321,322,i5b85,7,0,1,0.0,1.0,1.0,0.0,1.0,1.0,,,,0.0,0.0,1.0,0.0,1.0,1.0,,,,35,16,2,1,11,17.9,War,0.3333333333333333,0.6666666666666666,0.9,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0.0
322,323,i5b85,7,0,0,0.0,1.0,1.0,0.0,1.0,1.0,,,,0.0,0.0,1.0,0.0,1.0,1.0,,,,35,16,2,1,11,17.9,War,0.3333333333333333,0.6666666666666666,0.9,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0.0
323,324,i5b85,7,0,1,0.0,1.0,1.0,0.0,1.0,1.0,,,,0.0,0.0,1.0,0.0,1.0,1.0,,,,35,16,2,1,11,17.9,Peace,0.3333333333333333,0.6666666666666666,0.9,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0.0
324,325,i5b85,8,0,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,35,16,2,1,13,17.9,Peace,0.3333333333333333,0.6666666666666666,0.9,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0.0
