,Unnamed: 0,id,period,my.decision,my.round1decision,my.decision1,my.decision2,my.decision3,my.decision4,my.decision5,my.decision6,my.decision7,my.decision8,my.decision9,other.decision1,other.decision2,other.decision3,other.decision4,other.decision5,other.decision6,other.decision7,other.decision8,other.decision9,age,years_military_experience,game_theory_experience,machine_learning_experience,seconds_on_page,avg_time,TFT,r1,r2,delta,Adversary_AI,Adversary_Human,Adversary_Human+AI,pw_order_1,pw_order_2,rps_order_123,rps_order_132,rps_order_213,rps_order_231,rps_order_312,rps_order_321,gender_Female,gender_Male,service_Air Force,service_Army,school_ACSC,school_AWC,school_SAASS,rank_4,rank_5,rank_6,keras
325,326,i5b85,8,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,35,16,2,1,13,17.9,War,0.3333333333333333,0.6666666666666666,0.9,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0.0
326,327,i5b85,8,1,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,35,16,2,1,13,17.9,War,0.3333333333333333,0.6666666666666666,0.9,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0.0
327,328,i5b85,9,0,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,35,16,2,1,21,17.9,Peace,0.3333333333333333,0.6666666666666666,0.9,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0.0
328,329,i5b85,9,0,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,35,16,2,1,21,17.9,Peace,0.3333333333333333,0.6666666666666666,0.9,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0.0
329,330,i5b85,9,0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,35,16,2,1,21,17.9,War,0.3333333333333333,0.6666666666666666,0.9,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0.0
330,331,k1o66,1,1,1,,,,,,,,,,,,,,,,,,,36,16,2,2,9,12.5,Peace,0.3333333333333333,0.6666666666666666,0.9,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1.0
331,332,k1o66,1,1,1,,,,,,,,,,,,,,,,,,,36,16,2,2,9,12.5,Peace,0.3333333333333333,0.6666666666666666,0.9,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1.0
332,333,k1o66,1,1,1,,,,,,,,,,,,,,,,,,,36,16,2,2,9,12.5,Peace,0.3333333333333333,0.6666666666666666,0.9,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1.0
333,334,k1o66,10,1,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,36,16,2,2,14,12.5,Peace,0.3333333333333333,0.6666666666666666,0.9,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0.0
334,335,k1o66,10,1,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,36,16,2,2,14,12.5,Peace,0.3333333333333333,0.6666666666666666,0.9,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0.0
335,336,k1o66,10,0,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,36,16,2,2,14,12.5,Peace,0.3333333333333333,0.6666666666666666,0.9,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0.0
336,337,k1o66,2,1,1,1.0,,,,,,,,,1.0,,,,,,,,,36,16,2,2,10,12.5,Peace,0.3333333333333333,0.6666666666666666,0.9,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1.0
337,338,k1o66,2,1,1,1.0,,,,,,,,,1.0,,,,,,,,,36,16,2,2,10,12.5,War,0.3333333333333333,0.6666666666666666,0.9,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1.0
338,339,k1o66,2,1,1,1.0,,,,,,,,,1.0,,,,,,,,,36,16,2,2,10,12.5,Peace,0.3333333333333333,0.6666666666666666,0.9,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1.0
339,340,k1o66,3,1,1,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,36,16,2,2,8,12.5,War,0.3333333333333333,0.6666666666666666,0.9,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1.0
340,341,k1o66,3,1,1,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,36,16,2,2,8,12.5,Peace,0.3333333333333333,0.6666666666666666,0.9,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1.0
341,342,k1o66,3,1,1,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,36,16,2,2,8,12.5,War,0.3333333333333333,0.6666666666666666,0.9,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1.0
342,343,k1o66,4,1,1,0.0,1.0,1.0,,,,,,,0.0,1.0,1.0,,,,,,,36,16,2,2,15,12.5,Peace,0.3333333333333333,0.6666666666666666,0.9,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0.0
343,344,k1o66,4,1,1,0.0,1.0,1.0,,,,,,,0.0,1.0,1.0,,,,,,,36,16,2,2,15,12.5,War,0.3333333333333333,0.6666666666666666,0.9,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0.0
344,345,k1o66,4,1,1,0.0,1.0,1.0,,,,,,,0.0,1.0,1.0,,,,,,,36,16,2,2,15,12.5,War,0.3333333333333333,0.6666666666666666,0.9,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0.0
345,346,k1o66,5,1,1,1.0,0.0,1.0,1.0,,,,,,1.0,0.0,1.0,1.0,,,,,,36,16,2,2,12,12.5,Peace,0.3333333333333333,0.6666666666666666,0.9,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1.0
346,347,k1o66,5,1,1,1.0,0.0,1.0,1.0,,,,,,1.0,0.0,1.0,1.0,,,,,,36,16,2,2,12,12.5,Peace,0.3333333333333333,0.6666666666666666,0.9,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1.0
347,348,k1o66,5,1,1,1.0,0.0,1.0,1.0,,,,,,1.0,0.0,1.0,1.0,,,,,,36,16,2,2,12,12.5,Peace,0.3333333333333333,0.6666666666666666,0.9,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1.0
348,349,k1o66,6,1,1,1.0,1.0,0.0,1.0,1.0,,,,,0.0,1.0,0.0,1.0,1.0,,,,,36,16,2,2,14,12.5,War,0.3333333333333333,0.6666666666666666,0.9,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1.0
349,350,k1o66,6,1,1,1.0,1.0,0.0,1.0,1.0,,,,,0.0,1.0,0.0,1.0,1.0,,,,,36,16,2,2,14,12.5,Peace,0.3333333333333333,0.6666666666666666,0.9,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1.0
350,351,k1o66,6,1,1,1.0,1.0,0.0,1.0,1.0,,,,,0.0,1.0,0.0,1.0,1.0,,,,,36,16,2,2,14,12.5,War,0.3333333333333333,0.6666666666666666,0.9,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1.0
351,352,k1o66,7,1,1,0.0,1.0,1.0,0.0,1.0,1.0,,,,0.0,0.0,1.0,0.0,1.0,1.0,,,,36,16,2,2,14,12.5,War,0.3333333333333333,0.6666666666666666,0.9,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0.0
352,353,k1o66,7,1,1,0.0,1.0,1.0,0.0,1.0,1.0,,,,0.0,0.0,1.0,0.0,1.0,1.0,,,,36,16,2,2,14,12.5,War,0.3333333333333333,0.6666666666666666,0.9,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0.0
353,354,k1o66,7,1,1,0.0,1.0,1.0,0.0,1.0,1.0,,,,0.0,0.0,1.0,0.0,1.0,1.0,,,,36,16,2,2,14,12.5,Peace,0.3333333333333333,0.6666666666666666,0.9,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0.0
354,355,k1o66,8,1,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,36,16,2,2,18,12.5,Peace,0.3333333333333333,0.6666666666666666,0.9,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0.0
355,356,k1o66,8,1,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,36,16,2,2,18,12.5,War,0.3333333333333333,0.6666666666666666,0.9,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0.0
356,357,k1o66,8,1,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,36,16,2,2,18,12.5,War,0.3333333333333333,0.6666666666666666,0.9,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0.0
357,358,k1o66,9,1,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,36,16,2,2,11,12.5,Peace,0.3333333333333333,0.6666666666666666,0.9,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0.0
358,359,k1o66,9,1,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,36,16,2,2,11,12.5,Peace,0.3333333333333333,0.6666666666666666,0.9,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0.0
359,360,k1o66,9,0,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,36,16,2,2,11,12.5,War,0.3333333333333333,0.6666666666666666,0.9,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0.0
360,361,n1i23,1,0,0,,,,,,,,,,,,,,,,,,,44,24,4,2,14,12.0,Peace,0.3333333333333333,0.6666666666666666,0.9,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1.0
361,362,n1i23,1,1,1,,,,,,,,,,,,,,,,,,,44,24,4,2,14,12.0,Peace,0.3333333333333333,0.6666666666666666,0.9,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1.0
362,363,n1i23,1,1,1,,,,,,,,,,,,,,,,,,,44,24,4,2,14,12.0,Peace,0.3333333333333333,0.6666666666666666,0.9,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1.0
363,364,n1i23,10,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,44,24,4,2,10,12.0,Peace,0.3333333333333333,0.6666666666666666,0.9,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0.0
364,365,n1i23,10,0,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,44,24,4,2,10,12.0,Peace,0.3333333333333333,0.6666666666666666,0.9,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0.0
365,366,n1i23,10,0,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,44,24,4,2,10,12.0,Peace,0.3333333333333333,0.6666666666666666,0.9,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0.0
366,367,n1i23,2,1,0,1.0,,,,,,,,,1.0,,,,,,,,,44,24,4,2,17,12.0,Peace,0.3333333333333333,0.6666666666666666,0.9,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0.0
367,368,n1i23,2,0,1,1.0,,,,,,,,,1.0,,,,,,,,,44,24,4,2,17,12.0,War,0.3333333333333333,0.6666666666666666,0.9,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1.0
368,369,n1i23,2,1,1,1.0,,,,,,,,,1.0,,,,,,,,,44,24,4,2,17,12.0,Peace,0.3333333333333333,0.6666666666666666,0.9,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1.0
369,370,n1i23,3,1,1,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,44,24,4,2,12,12.0,War,0.3333333333333333,0.6666666666666666,0.9,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1.0
370,371,n1i23,3,1,0,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,44,24,4,2,12,12.0,Peace,0.3333333333333333,0.6666666666666666,0.9,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0.0
371,372,n1i23,3,1,1,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,44,24,4,2,12,12.0,War,0.3333333333333333,0.6666666666666666,0.9,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1.0
372,373,n1i23,4,0,1,0.0,1.0,1.0,,,,,,,0.0,1.0,1.0,,,,,,,44,24,4,2,11,12.0,Peace,0.3333333333333333,0.6666666666666666,0.9,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0.0
373,374,n1i23,4,0,0,0.0,1.0,1.0,,,,,,,0.0,1.0,1.0,,,,,,,44,24,4,2,11,12.0,War,0.3333333333333333,0.6666666666666666,0.9,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0.0
374,375,n1i23,4,0,1,0.0,1.0,1.0,,,,,,,0.0,1.0,1.0,,,,,,,44,24,4,2,11,12.0,War,0.3333333333333333,0.6666666666666666,0.9,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0.0
375,376,n1i23,5,1,1,1.0,0.0,1.0,1.0,,,,,,1.0,0.0,1.0,1.0,,,,,,44,24,4,2,10,12.0,Peace,0.3333333333333333,0.6666666666666666,0.9,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1.0
376,377,n1i23,5,0,0,1.0,0.0,1.0,1.0,,,,,,1.0,0.0,1.0,1.0,,,,,,44,24,4,2,10,12.0,Peace,0.3333333333333333,0.6666666666666666,0.9,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0.0
377,378,n1i23,5,0,1,1.0,0.0,1.0,1.0,,,,,,1.0,0.0,1.0,1.0,,,,,,44,24,4,2,10,12.0,Peace,0.3333333333333333,0.6666666666666666,0.9,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1.0
378,379,n1i23,6,0,0,1.0,1.0,0.0,1.0,1.0,,,,,0.0,1.0,0.0,1.0,1.0,,,,,44,24,4,2,9,12.0,War,0.3333333333333333,0.6666666666666666,0.9,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0.0
379,380,n1i23,6,0,1,1.0,1.0,0.0,1.0,1.0,,,,,0.0,1.0,0.0,1.0,1.0,,,,,44,24,4,2,9,12.0,Peace,0.3333333333333333,0.6666666666666666,0.9,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1.0
380,381,n1i23,6,0,1,1.0,1.0,0.0,1.0,1.0,,,,,0.0,1.0,0.0,1.0,1.0,,,,,44,24,4,2,9,12.0,War,0.3333333333333333,0.6666666666666666,0.9,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1.0
381,382,n1i23,7,0,0,0.0,1.0,1.0,0.0,1.0,1.0,,,,0.0,0.0,1.0,0.0,1.0,1.0,,,,44,24,4,2,18,12.0,War,0.3333333333333333,0.6666666666666666,0.9,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0.0
382,383,n1i23,7,1,1,0.0,1.0,1.0,0.0,1.0,1.0,,,,0.0,0.0,1.0,0.0,1.0,1.0,,,,44,24,4,2,18,12.0,War,0.3333333333333333,0.6666666666666666,0.9,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0.0
383,384,n1i23,7,0,1,0.0,1.0,1.0,0.0,1.0,1.0,,,,0.0,0.0,1.0,0.0,1.0,1.0,,,,44,24,4,2,18,12.0,Peace,0.3333333333333333,0.6666666666666666,0.9,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0.0
384,385,n1i23,8,0,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,44,24,4,2,9,12.0,Peace,0.3333333333333333,0.6666666666666666,0.9,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0.0
385,386,n1i23,8,0,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,44,24,4,2,9,12.0,War,0.3333333333333333,0.6666666666666666,0.9,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0.0
386,387,n1i23,8,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,44,24,4,2,9,12.0,War,0.3333333333333333,0.6666666666666666,0.9,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0.0
387,388,n1i23,9,0,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,44,24,4,2,10,12.0,Peace,0.3333333333333333,0.6666666666666666,0.9,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0.0
388,389,n1i23,9,0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,44,24,4,2,10,12.0,Peace,0.3333333333333333,0.6666666666666666,0.9,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0.0
389,390,n1i23,9,0,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,44,24,4,2,10,12.0,War,0.3333333333333333,0.6666666666666666,0.9,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0.0
390,391,nab21,1,0,0,,,,,,,,,,,,,,,,,,,36,13,3,2,12,11.1,Peace,0.3333333333333333,0.6666666666666666,0.9,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1.0
391,392,nab21,1,0,0,,,,,,,,,,,,,,,,,,,36,13,3,2,12,11.1,Peace,0.3333333333333333,0.6666666666666666,0.9,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1.0
392,393,nab21,1,0,0,,,,,,,,,,,,,,,,,,,36,13,3,2,12,11.1,Peace,0.3333333333333333,0.6666666666666666,0.9,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1.0
393,394,nab21,10,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,36,13,3,2,10,11.1,Peace,0.3333333333333333,0.6666666666666666,0.9,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0.0
394,395,nab21,10,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,36,13,3,2,10,11.1,Peace,0.3333333333333333,0.6666666666666666,0.9,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0.0
395,396,nab21,10,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,36,13,3,2,10,11.1,Peace,0.3333333333333333,0.6666666666666666,0.9,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0.0
396,397,nab21,2,0,0,1.0,,,,,,,,,1.0,,,,,,,,,36,13,3,2,10,11.1,Peace,0.3333333333333333,0.6666666666666666,0.9,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0.0
397,398,nab21,2,0,0,1.0,,,,,,,,,1.0,,,,,,,,,36,13,3,2,10,11.1,War,0.3333333333333333,0.6666666666666666,0.9,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0.0
398,399,nab21,2,0,0,1.0,,,,,,,,,1.0,,,,,,,,,36,13,3,2,10,11.1,Peace,0.3333333333333333,0.6666666666666666,0.9,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0.0
399,400,nab21,3,0,0,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,36,13,3,2,14,11.1,War,0.3333333333333333,0.6666666666666666,0.9,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0.0
400,401,nab21,3,0,0,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,36,13,3,2,14,11.1,Peace,0.3333333333333333,0.6666666666666666,0.9,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0.0
401,402,nab21,3,0,0,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,36,13,3,2,14,11.1,War,0.3333333333333333,0.6666666666666666,0.9,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0.0
402,403,nab21,4,0,0,0.0,1.0,1.0,,,,,,,0.0,1.0,1.0,,,,,,,36,13,3,2,11,11.1,Peace,0.3333333333333333,0.6666666666666666,0.9,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0.0
403,404,nab21,4,0,0,0.0,1.0,1.0,,,,,,,0.0,1.0,1.0,,,,,,,36,13,3,2,11,11.1,War,0.3333333333333333,0.6666666666666666,0.9,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0.0
404,405,nab21,4,0,0,0.0,1.0,1.0,,,,,,,0.0,1.0,1.0,,,,,,,36,13,3,2,11,11.1,War,0.3333333333333333,0.6666666666666666,0.9,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0.0
405,406,nab21,5,0,0,1.0,0.0,1.0,1.0,,,,,,1.0,0.0,1.0,1.0,,,,,,36,13,3,2,10,11.1,Peace,0.3333333333333333,0.6666666666666666,0.9,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0.0
406,407,nab21,5,0,0,1.0,0.0,1.0,1.0,,,,,,1.0,0.0,1.0,1.0,,,,,,36,13,3,2,10,11.1,Peace,0.3333333333333333,0.6666666666666666,0.9,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0.0
407,408,nab21,5,0,0,1.0,0.0,1.0,1.0,,,,,,1.0,0.0,1.0,1.0,,,,,,36,13,3,2,10,11.1,Peace,0.3333333333333333,0.6666666666666666,0.9,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0.0
408,409,nab21,6,0,0,1.0,1.0,0.0,1.0,1.0,,,,,0.0,1.0,0.0,1.0,1.0,,,,,36,13,3,2,11,11.1,War,0.3333333333333333,0.6666666666666666,0.9,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0.0
409,410,nab21,6,0,0,1.0,1.0,0.0,1.0,1.0,,,,,0.0,1.0,0.0,1.0,1.0,,,,,36,13,3,2,11,11.1,Peace,0.3333333333333333,0.6666666666666666,0.9,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0.0
410,411,nab21,6,0,0,1.0,1.0,0.0,1.0,1.0,,,,,0.0,1.0,0.0,1.0,1.0,,,,,36,13,3,2,11,11.1,War,0.3333333333333333,0.6666666666666666,0.9,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0.0
411,412,nab21,7,0,0,0.0,1.0,1.0,0.0,1.0,1.0,,,,0.0,0.0,1.0,0.0,1.0,1.0,,,,36,13,3,2,12,11.1,War,0.3333333333333333,0.6666666666666666,0.9,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0.0
412,413,nab21,7,0,0,0.0,1.0,1.0,0.0,1.0,1.0,,,,0.0,0.0,1.0,0.0,1.0,1.0,,,,36,13,3,2,12,11.1,War,0.3333333333333333,0.6666666666666666,0.9,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0.0
413,414,nab21,7,0,0,0.0,1.0,1.0,0.0,1.0,1.0,,,,0.0,0.0,1.0,0.0,1.0,1.0,,,,36,13,3,2,12,11.1,Peace,0.3333333333333333,0.6666666666666666,0.9,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0.0
414,415,nab21,8,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,36,13,3,2,10,11.1,Peace,0.3333333333333333,0.6666666666666666,0.9,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0.0
415,416,nab21,8,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,36,13,3,2,10,11.1,War,0.3333333333333333,0.6666666666666666,0.9,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0.0
416,417,nab21,8,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,36,13,3,2,10,11.1,War,0.3333333333333333,0.6666666666666666,0.9,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0.0
417,418,nab21,9,0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,36,13,3,2,11,11.1,Peace,0.3333333333333333,0.6666666666666666,0.9,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0.0
